content,nodeID,#ofWords,isLI,isH,FontSize,FontWeight,XxxRatio,ContainUrl,ContainColon,VisionLocation,Depth,#ofSibling,SiblingType,NextNodeType,LastNodeType,Concept,Country,Date,Institution,Month,Topic,Total,NextIsLi,LastEndColon,LastLabel,Label
'Natural Language Processing systems or system components,'1-2-2-2-2-2-6-1,0,1,0,1,0,2,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,I
'Application systems using language technology components,'1-2-2-2-2-2-6-2,0,1,0,1,0,0,0,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,2,I
'Software tools for computational linguistics research,'1-2-2-2-2-2-6-3,0,1,0,1,0,0,0,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,2,I
'Software for demonstration or evaluation,'1-2-2-2-2-2-6-4,0,1,0,1,0,2,0,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,2,I
'Development tools,'1-2-2-2-2-2-6-5,0,1,0,1,0,2,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,2,I
'We would like to strongly encourage demonstrations of industrial systems as long as they prove technologically innovative given the current state of the art of theory and applied research in computational linguistics.,'1-2-2-2-2-2-7,2,0,0,1,0,0,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,2,N
'Each demo will be complemented by a poster at the conference and will be allocated 6 pages in the conference proceedings.,'1-2-2-2-2-2-8,1,0,0,1,0,0,0,0,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,3,N
"'Developers should outline the design of their system and provide sufficient details to allow the evaluation of its validity, quality, and relevance to computational linguistics. Pointers to web sites running a demo preview will also be helpful.",'1-2-2-2-2-2-9,2,0,0,1,0,0,0,0,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,3,N
"'Demo submissions should also clearly indicate if any computer equipment is expected to be provided by the local organizer. If so, please specify desired hardware platform, hard disk and memory capacity, operating system and other software needed in order to run the demo.",'1-2-2-2-2-2-10,2,0,0,1,0,0,0,0,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,3,N
'Submission Information,'1-2-2-2-3-1,0,0,1,1,1,2,0,0,1,2,0,1,0,0,1,0,1,0,0,0,1,0,0,3,C
"'Submissions may consist of 6 pages (including references) and should follow the guidelines for authors of the main conference track, which is available on the conference website. All submissions must conform to the official ACL-HLT 2011 style guidelines announced on the conference website.",'1-2-2-2-3-2-1,2,0,0,1,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,I
"'Reviewing of papers will be double-blind. Therefore, the paper must not include the authors' names and affiliations. Furthermore, self-references that reveal the author's identity, e.g., ""We previously showed (Smith, 1991) ..."", must be avoided. Instead, use citations such as ""Smith (1991) previously showed ..."". Papers that do not conform to these requirements will be rejected without review.",'1-2-2-2-3-2-2,2,0,0,1,0,0,0,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,2,N
"'The deadline for submissions is February 18, 2011 (11:59pm Pacific Standard Time). Submission will be electronic in PDF format through the START system at:",'1-2-2-2-3-2-3,1,0,0,1,0,2,0,2,1,2,1,0,1,1,0,0,1,0,0,0,0,0,0,3,N
'https://www.softconf.com/acl2011/demos/,'1-2-2-2-3-2-4,0,0,0,1,0,0,1,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,3,N
'Important Dates,'1-2-2-2-4-1,0,0,1,1,1,2,0,0,1,2,0,1,0,0,1,0,0,0,0,0,1,1,1,3,C
'Feb 18: Paper submissions due (submission deadline is 11:59pm PST),'1-2-2-2-4-2-1,1,1,0,1,0,2,0,1,1,2,1,0,1,0,0,0,1,0,1,0,0,0,0,1,I
'April 1: Notification of acceptance,'1-2-2-2-4-2-2,0,1,0,1,0,2,0,1,1,2,1,0,1,1,0,0,1,0,1,0,1,0,0,2,I
'April 22: Camera-ready copy due,'1-2-2-2-4-2-3,0,1,0,1,0,2,0,1,1,2,1,0,1,1,0,0,0,0,1,0,0,0,0,2,I
'June 19-24: ACL-HLT 2011,'1-2-2-2-4-2-4,0,1,0,1,0,2,0,1,1,2,1,0,0,1,0,0,0,0,1,0,1,0,0,2,I
'Mentoring service,'1-2-2-2-5-1,0,0,1,1,1,2,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,N
"'ACL is providing a mentoring (coaching) service for authors from regions of the world where English is less emphasized as a language of scientific exchange. Many authors from these regions, although able to read the scientific literature in English, have little or no experience in writing papers in English for conferences such as the ACL meetings. If you would like to take advantage of the service, please upload your paper in PDF format by January 7, 2011 using the paper submission software for the mentoring service which will be available at the conference website. Questions about the mentoring service should be referred to Tim Baldwin (tb at ldwin.net).",'1-2-2-2-5-2,2,0,0,1,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,3,N
'System Demonstrations Chair,'1-2-2-2-6-1,0,0,1,1,1,2,0,0,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,3,C
"'Sadao Kurohashi (Kyoto University, Japan)",'1-2-2-2-6-2,0,0,0,1,0,2,0,0,1,2,0,0,0,1,0,1,0,1,0,0,0,0,0,1,I
'Program Committee,'1-2-2-2-7-1,0,0,1,1,1,2,0,0,1,2,0,1,0,0,1,0,0,0,0,0,1,1,1,2,C
"'Srinivas Bangalore (AT&T Labs Research, USA)",'1-2-2-2-7-2-1,0,1,0,1,0,2,0,0,1,2,1,0,1,0,0,1,0,1,0,0,1,0,0,1,I
"'Tilman Becker (DFKI, Germany)",'1-2-2-2-7-2-2,0,1,0,1,0,2,0,0,1,2,1,0,1,1,0,1,0,1,0,0,1,0,0,2,I
"'Pushpak Bhattacharyya (IIT, India)",'1-2-2-2-7-2-3,0,1,0,1,0,2,0,0,1,2,1,0,1,1,0,1,0,1,0,0,1,0,0,2,I
"'Francis Bond (Nanyang Technological University, Singapore)",'1-2-2-2-7-2-4,0,1,0,1,0,2,0,0,1,2,1,0,1,1,0,1,0,1,0,0,0,0,0,2,I
"'Josef van Genabith (Dublin City University, Ireland)",'1-2-2-2-7-2-5,0,1,0,1,0,2,0,0,1,2,1,0,1,1,0,0,0,1,0,0,0,0,0,2,I
"'Kristiina Jokinen (University of Helsinki, Finland)",'1-2-2-2-7-2-6,0,1,0,1,0,2,0,0,1,2,1,0,1,1,0,1,0,1,0,0,0,0,0,2,I
"'Tatsuya Kawahara (Kyoto University, Japan)",'1-2-2-2-7-2-7,0,1,0,1,0,2,0,0,1,2,1,0,1,1,0,1,0,1,0,0,0,0,0,2,I
"'Adam Kilgarriff (Lexical Computing Ltd., UK)",'1-2-2-2-7-2-8,0,1,0,1,0,2,0,0,1,2,1,0,1,1,0,1,0,0,0,0,0,0,0,2,I
"'Gary Geunbae Lee (POSTECH, Korea)",'1-2-2-2-7-2-9,0,1,0,1,0,2,0,0,1,2,1,0,1,1,0,1,0,0,0,0,0,0,0,2,I
"'Qun Liu (Chinese Academy of Sciences, China)",'1-2-2-2-7-2-10,0,1,0,1,0,2,0,0,1,2,1,0,1,1,0,1,0,0,0,0,0,0,0,2,I
"'Roberto Navigli (University of Roma, Italy)",'1-2-2-2-7-2-11,0,1,0,1,0,2,0,0,1,2,1,0,1,1,0,1,0,1,0,0,0,0,0,2,I
"'Hoifung Poon (University of Washington, USA)",'1-2-2-2-7-2-12,0,1,0,1,0,2,0,0,1,2,1,0,1,1,0,1,0,1,0,0,0,0,0,2,I
"'Kenji Sagae (University of Southern California, USA)",'1-2-2-2-7-2-13,0,1,0,1,0,2,0,0,1,2,1,0,1,1,0,1,0,1,0,0,1,0,0,2,I
"'Satoshi Sekine (New York University, USA)",'1-2-2-2-7-2-14,0,1,0,1,0,2,0,0,2,2,1,0,1,1,0,1,0,1,0,0,0,0,0,2,I
"'Takenobu Tokunaga (Titech, Japan)",'1-2-2-2-7-2-15,0,1,0,1,0,2,0,0,2,2,1,0,1,1,0,1,0,0,0,0,0,0,0,2,I
"'Kentaro Torisawa (NICT, Japan)",'1-2-2-2-7-2-16,0,1,0,1,0,2,0,0,2,2,1,0,1,1,0,1,0,0,0,0,0,0,0,2,I
"'Takehito Utsuro (University of Tsukuba, Japan)",'1-2-2-2-7-2-17,0,1,0,1,0,2,0,0,2,2,1,0,1,1,0,1,0,1,0,0,0,0,0,2,I
"'Yeyi Wang (Microsoft, USA)",'1-2-2-2-7-2-18,0,1,0,1,0,2,0,0,2,2,1,0,1,1,0,1,0,1,0,0,1,0,0,2,I
"'Jason Williams (AT&T Labs Research, USA)",'1-2-2-2-7-2-19,0,1,0,1,0,2,0,0,2,2,1,0,1,1,0,1,0,1,0,0,1,0,0,2,I
"'Dekai Wu (HKUST, Hong Kong)",'1-2-2-2-7-2-20,0,1,0,1,0,2,0,0,2,2,1,0,1,1,0,1,0,1,0,0,0,0,0,2,I
"'Xiaoyan Zhu (Tsinghua University, China)",'1-2-2-2-7-2-21,0,1,0,1,0,2,0,0,2,2,1,0,1,1,0,1,0,1,0,0,0,0,0,2,I
"'Udo Hahn (Jena University, Germany)",'1-2-2-2-7-2-22,0,1,0,1,0,2,0,0,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0,2,I
'acl2011.conference@gmail.com   ♦   Oregon Health & Science University,'1-2-3,1,0,0,1,0,2,1,0,2,1,1,1,0,0,0,1,0,1,0,0,1,0,0,2,N
