content,nodeID,#ofWords,isLI,isH,FontSize,FontWeight,XxxRatio,ContainUrl,ContainColon,VisionLocation,Depth,#ofSibling,SiblingType,NextNodeType,LastNodeType,Concept,Country,Date,Institution,Month,Topic,Total,NextIsLi,LastEndColon,LastLabel,Label
'At the Conference,'1-2-2-1-2-3-2-1,0,0,1,2,0,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,C
"'The organizers invite all students to attend and participate in the Doctoral Consortium, whether or not they apply to present their work. In previous years, many nonpresenting students said they found it useful to observe their peers' presentations and to participate in the ensuing discussions.",'1-2-2-1-2-3-2-2-1,2,0,0,1,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,N
"'All participants selected to present their work at the Doctoral Consortium are expected to be present throughout the consortium. Our experience has been that participants gain almost as much by interacting with their peers as by having their presentations critiqued by the faculty panel. As such, we expect a commitment from participating students to attend the entire DC.",'1-2-2-1-2-3-2-2-2,2,0,0,1,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,3,N
'Acknowledgements,'1-2-2-1-2-3-3-1,0,0,1,2,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,3,C
'Support for the 2011 Doctoral Consortium is provided by AAAI and ACM's SIGART.,'1-2-2-1-2-3-3-2,1,0,0,1,0,2,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,I
'Inquiries,'1-2-2-1-2-3-4-1,0,0,1,2,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,C
'Additional information may be obtained by writing to dc11@aaai.org or by contacting one of the cochairs of the organizing committee:,'1-2-2-1-2-3-4-2,1,0,0,1,0,0,0,2,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,I
'Doctoral Consortium Cochairs,'1-2-2-1-2-3-5-1,0,0,1,2,0,2,0,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,2,C
'Bradley J. Clement,'1-2-2-1-2-3-5-2-1-1-1,0,0,0,1,0,2,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,C
'Artificial Intelligence Group,'1-2-2-1-2-3-5-2-1-1-2,0,0,0,1,0,2,0,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,1,I
'Jet Propulsion Laboratory,'1-2-2-1-2-3-5-2-1-1-3,0,0,0,1,0,2,0,0,1,2,1,0,1,1,0,0,0,1,0,0,0,0,0,2,I
'1-818-393-4729,'1-2-2-1-2-3-5-2-1-1-4,0,0,0,1,0,0,0,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,2,I
'bclement@jpl.nasa.gov,'1-2-2-1-2-3-5-2-1-1-5,0,0,0,1,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,2,I
'Elizabeth Sklar,'1-2-2-1-2-3-5-2-1-2-1,0,0,0,1,0,2,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,2,C
'Department of Computer and Information Science,'1-2-2-1-2-3-5-2-1-2-2,0,0,0,1,0,2,0,0,1,2,1,0,1,1,0,0,0,1,0,0,0,0,0,1,I
'Brooklyn College,'1-2-2-1-2-3-5-2-1-2-3,0,0,0,1,0,2,0,0,1,2,1,0,1,1,0,0,0,1,0,0,1,0,0,2,I
'City University of New York,'1-2-2-1-2-3-5-2-1-2-4,0,0,0,1,0,2,0,0,2,2,1,0,1,1,0,0,0,1,0,0,0,0,0,2,I
'1-718-951-5657,'1-2-2-1-2-3-5-2-1-2-5,0,0,0,1,0,0,0,0,2,2,1,0,1,1,0,0,0,0,0,0,0,0,0,2,I
'sklar@sci.brooklyn.cuny.edu,'1-2-2-1-2-3-5-2-1-2-6,0,0,0,1,0,0,0,0,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,2,I
'The Doctoral Consortium call for applications is also available as a printable PDF document,'1-2-2-1-2-3-5-2-2,1,0,0,1,0,2,1,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,N
'AAAI Conferences AI Magazine AI Topics Awards Calendar Digital Library Meetings Membership Press Room Publications Resources Symposia Workshops,'1-2-2-2-1,1,0,0,0,0,2,1,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3,N
'Terms and Conditions Privacy Policy About AAAI Search Contact AAAI,'1-2-2-2-2,1,0,0,0,0,2,1,0,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,3,N
'Copyright,'1-2-2-2-3,0,0,0,0,0,1,1,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3,N
